"InstanceSizeFlexibilityGroup","ArmSkuName","Ratio"
"Eadsv5 Internal Series","Internal_E64ads_v5","32"
"Eadsv5 Internal Series","Internal_E8ads_v5","4"
"Eadsv5 Internal Series","Internal_E96ads_v5","48"
"Eadsv5 Series","Standard_E112iads_v5","123.2"
"Eadsv5 Series","Standard_E16-4ads_v5","16"
"Eadsv5 Series","Standard_E16-8ads_v5","16"
"Eadsv5 Series","Standard_E16ads_v5","16"
"Eadsv5 Series","Standard_E20ads_v5","20"
"Eadsv5 Series","Standard_E2ads_v5","2"
"Eadsv5 Series","Standard_E32-16ads_v5","32"
"Eadsv5 Series","Standard_E32-8ads_v5","32"
"Eadsv5 Series","Standard_E32ads_v5","32"
"Eadsv5 Series","Standard_E4-2ads_v5","4"
"Eadsv5 Series","Standard_E48ads_v5","48"
"Eadsv5 Series","Standard_E4ads_v5","4"
"Eadsv5 Series","Standard_E64-16ads_v5","64"
"Eadsv5 Series","Standard_E64-32ads_v5","64"
"Eadsv5 Series","Standard_E64ads_v5","64"
"Eadsv5 Series","Standard_E8-2ads_v5","8"
"Eadsv5 Series","Standard_E8-4ads_v5","8"
"Eadsv5 Series","Standard_E8ads_v5","8"
"Eadsv5 Series","Standard_E96-24ads_v5","96"
"Eadsv5 Series","Standard_E96-48ads_v5","96"
"Eadsv5 Series","Standard_E96ads_v5","96"
"Eadsv5 Series","Standard_E96iads_v5","105.4"
"Eadsv5 Series DedicatedHost","eadsv5_type1","112"
"Easv4 Series","Standard_E16-4as_v4","16"
"Easv4 Series","Standard_E16-8as_v4","16"
"Easv4 Series","Standard_E16as_v4","16"
"Easv4 Series","Standard_E20as_v4","20"
"Easv4 Series","Standard_E2as_v4","2"
"Easv4 Series","Standard_E32-16as_v4","32"
"Easv4 Series","Standard_E32-8as_v4","32"
"Easv4 Series","Standard_E32as_v4","32"
"Easv4 Series","Standard_E4-2as_v4","4"
"Easv4 Series","Standard_E48as_v4","48"
"Easv4 Series","Standard_E4as_v4","4"
"Easv4 Series","Standard_E64-16as_v4","64"
"Easv4 Series","Standard_E64-32as_v4","64"
"Easv4 Series","Standard_E64as_v4","64"
"Easv4 Series","Standard_E8-2as_v4","8"
"Easv4 Series","Standard_E8-4as_v4","8"
"Easv4 Series","Standard_E8as_v4","8"
"Easv4 Series","Standard_E96-24as_v4","96"
"Easv4 Series","Standard_E96-48as_v4","96"
"Easv4 Series","Standard_E96as_v4","96"
"Easv4 Series","Standard_E96ias_v4","96"
"Easv4 Series Dedicated Host","easv4_type1","96"
"Easv4 Series Dedicated Host","easv4_type2","112"
"Easv5 Internal Series","Internal_E16as_v5","8"
"Easv5 Internal Series","Internal_E20as_v5","10"
"Easv5 Internal Series","Internal_E2as_v5","1"
"Easv5 Internal Series","Internal_E32as_v5","16"
"Easv5 Internal Series","Internal_E48as_v5","24"
"Easv5 Internal Series","Internal_E4as_v5","2"
"Easv5 Internal Series","Internal_E64as_v5","32"
"Easv5 Internal Series","Internal_E8as_v5","4"
"Easv5 Internal Series","Internal_E96as_v5","48"
"Easv5 Promo Series","Standard_E16as_v5_Promo","8"
"Easv5 Promo Series","Standard_E20as_v5_Promo","10"
"Easv5 Promo Series","Standard_E2as_v5_Promo","1"
"Easv5 Promo Series","Standard_E32as_v5_Promo","16"
"Easv5 Promo Series","Standard_E48as_v5_Promo","24"
"Easv5 Promo Series","Standard_E4as_v5_Promo","2"
"Easv5 Promo Series","Standard_E64as_v5_Promo","31.9"
"Easv5 Promo Series","Standard_E8as_v5_Promo","4"
"Easv5 Promo Series","Standard_E96as_v5_Promo","47.8"
"Easv5 Series","Standard_E112ias_v5","123.2"
"Easv5 Series","Standard_E16-4as_v5","16"
"Easv5 Series","Standard_E16-8as_v5","16"
"Easv5 Series","Standard_E16as_v5","16"
"Easv5 Series","Standard_E20as_v5","20"
"Easv5 Series","Standard_E2as_v5","2"
"Easv5 Series","Standard_E32-16as_v5","32"
"Easv5 Series","Standard_E32-8as_v5","32"
"Easv5 Series","Standard_E32as_v5","32"
"Easv5 Series","Standard_E4-2as_v5","4"
"Easv5 Series","Standard_E48as_v5","48"
"Easv5 Series","Standard_E4as_v5","4"
"Easv5 Series","Standard_E64-16as_v5","64"
"Easv5 Series","Standard_E64-32as_v5","64"
"Easv5 Series","Standard_E64as_v5","64"
"Easv5 Series","Standard_E8-2as_v5","8"
"Easv5 Series","Standard_E8-4as_v5","8"
"Easv5 Series","Standard_E8as_v5","8"
"Easv5 Series","Standard_E96-24as_v5","96"
"Easv5 Series","Standard_E96-48as_v5","96"
"Easv5 Series","Standard_E96as_v5","96"
"Easv5 Series","Standard_E96ias_v5","105.4"
"Easv5 Series DedicatedHost","easv5_type1","112"
"Eav4 Series","Standard_E16a_v4","16"
"Eav4 Series","Standard_E20a_v4","20"
"Eav4 Series","Standard_E2a_v4","2"
"Eav4 Series","Standard_E32a_v4","32"
"Eav4 Series","Standard_E48a_v4","48"
"Eav4 Series","Standard_E4a_v4","4"
"Eav4 Series","Standard_E64a_v4","64"
"Eav4 Series","Standard_E8a_v4","8"
"Eav4 Series","Standard_E96a_v4","96"
"Ebdsv5 Series","Ebdsv5","1"
"Ebdsv5 Series","Standard_E112ibds_v5","123.2"
"Ebdsv5 Series","Standard_E16bds_v5","16"
"Ebdsv5 Series","Standard_E2bds_v5","2"
"Ebdsv5 Series","Standard_E32bds_v5","32"
"Ebdsv5 Series","Standard_E48bds_v5","48"
"Ebdsv5 Series","Standard_E4bds_v5","4"
"Ebdsv5 Series","Standard_E64bds_v5","64"
"Ebdsv5 Series","Standard_E8bds_v5","8"
"Ebdsv5 Series","Standard_E96bds_v5","96"
"Ebdsv5 Series Dedicated Host","ebdsv5-type1","112"
"Ebsv5 Series","Ebsv5","1"
"Ebsv5 Series","Standard_E112ibs_v5","123.2"
"Ebsv5 Series","Standard_E16bs_v5","16"
"Ebsv5 Series","Standard_E2bs_v5","2"
"Ebsv5 Series","Standard_E32bs_v5","32"
"Ebsv5 Series","Standard_E48bs_v5","48"
"Ebsv5 Series","Standard_E4bs_v5","4"
"Ebsv5 Series","Standard_E64bs_v5","64"
"Ebsv5 Series","Standard_E8bs_v5","8"
"Ebsv5 Series","Standard_E96bs_v5","96"
"Ebsv5 Series Dedicated Host","ebsv5-type1","112"
"ECadsv5-series DedicatedHost","ecadsv5 type 1","112"
"ECadsv5-series Linux","Standard_EC16ads_v5","16"
"ECadsv5-series Linux","Standard_EC20ads_v5","20"
"ECadsv5-series Linux","Standard_EC2ads_v5","2"
"ECadsv5-series Linux","Standard_EC32ads_v5","32"
"ECadsv5-series Linux","Standard_EC48ads_v5","48"
"ECadsv5-series Linux","Standard_EC4ads_v5","4"
"ECadsv5-series Linux","Standard_EC64ads_v5","64"
"ECadsv5-series Linux","Standard_EC8ads_v5","8"
"ECadsv5-series Linux","Standard_EC96ads_v5","96"
"ECadsv5-series Linux","Standard_EC96iads_v5","105.6"
"ECasv5-series DedicatedHost","ecasv5 type 1","112"
"ECasv5-series Linux","Standard_EC16as_v5","16"
"ECasv5-series Linux","Standard_EC20as_v5","20"
"ECasv5-series Linux","Standard_EC2as_v5","2"
"ECasv5-series Linux","Standard_EC32as_v5","32"
"ECasv5-series Linux","Standard_EC48as_v5","48"
"ECasv5-series Linux","Standard_EC4as_v5","4"
"ECasv5-series Linux","Standard_EC64as_v5","64"
"ECasv5-series Linux","Standard_EC8as_v5","8"
"ECasv5-series Linux","Standard_EC96as_v5","96"
"ECasv5-series Linux","Standard_EC96ias_v5","105.6"
"Edsv4 Series","Standard_E16-4ds_v4","16"
"Edsv4 Series","Standard_E16-8ds_v4","16"
"Edsv4 Series","Standard_E16ds_v4","16"
"Edsv4 Series","Standard_E16ds_v4_ADHType1","16"
"Edsv4 Series","Standard_E20ds_v4","20"
"Edsv4 Series","Standard_E2ds_v4","2"
"Edsv4 Series","Standard_E32-16ds_v4","32"
"Edsv4 Series","Standard_E32-8ds_v4","32"
"Edsv4 Series","Standard_E32ds_v4","32"
"Edsv4 Series","Standard_E32ds_v4_ADHType1","32"
"Edsv4 Series","Standard_E4-2ds_v4","4"
"Edsv4 Series","Standard_E48ds_v4","48"
"Edsv4 Series","Standard_E4ds_v4","4"
"Edsv4 Series","Standard_E4ds_v4_ADHType1","4"
"Edsv4 Series","Standard_E64-16ds_v4","64"
"Edsv4 Series","Standard_E64-32ds_v4","64"
"Edsv4 Series","Standard_E64ds_v4","64"
"Edsv4 Series","Standard_E8-2ds_v4","8"
"Edsv4 Series","Standard_E8-4ds_v4","8"
"Edsv4 Series","Standard_E8ds_v4","8"
"Edsv4 Series","Standard_E8ds_v4_ADHType1","8"
"Edsv4 Series Dedicated Host","edsv4_type 1","68"
"Edsv4 Series Dedicated Host","edsv4_type2","80.92"
"Edsv4 Series Isolated","Standard_E64ids_v4_SPECIAL","66.666667"
"Edsv4 Series Isolated","Standard_E80ids_v4","80"
"Edsv5 Series","Standard_E16-4ds_v5","16"
"Edsv5 Series","Standard_E16-8ds_v5","16"
"Edsv5 Series","Standard_E16ds_v5","16"
"Edsv5 Series","Standard_E20ds_v5","20"
"Edsv5 Series","Standard_E2ds_v5","2"
"Edsv5 Series","Standard_E32-16ds_v5","32"
"Edsv5 Series","Standard_E32-8ds_v5","32"
"Edsv5 Series","Standard_E32ds_v5","32"
"Edsv5 Series","Standard_E4-2ds_v5","4"
"Edsv5 Series","Standard_E48ds_v5","48"
"Edsv5 Series","Standard_E4ds_v5","4"
"Edsv5 Series","Standard_E64-16ds_v5","64"
"Edsv5 Series","Standard_E64-32ds_v5","64"
"Edsv5 Series","Standard_E64ds_v5","64"
"Edsv5 Series","Standard_E8-2ds_v5","8"
"Edsv5 Series","Standard_E8-4ds_v5","8"
"Edsv5 Series","Standard_E8ds_v5","8"
"Edsv5 Series","Standard_E96-24ds_v5","96"
"Edsv5 Series","Standard_E96-48ds_v5","96"
"Edsv5 Series","Standard_E96ds_v5","96"
"Edsv5 Series DedicatedHost","edsv5_type1","107"
"Edsv5 Series Isolated","Standard_E104ids_v5","104"
"Edv4 Series","Standard_E16d_v4","16"
"Edv4 Series","Standard_E20d_v4","20"
"Edv4 Series","Standard_E2d_v4","2"
"Edv4 Series","Standard_E32d_v4","32"
"Edv4 Series","Standard_E48d_v4","48"
"Edv4 Series","Standard_E4d_v4","4"
"Edv4 Series","Standard_E64d_v4","64"
"Edv4 Series","Standard_E8d_v4","8"
"Edv4 Series Isolated","Standard_E64id_v4_SPECIAL","1"
"Edv5 Series","Standard_E104id_v5","114.4"
"Edv5 Series","Standard_E16d_v5","16"
"Edv5 Series","Standard_E20d_v5","20"
"Edv5 Series","Standard_E2d_v5","2"
"Edv5 Series","Standard_E32d_v5","32"
"Edv5 Series","Standard_E48d_v5","48"
"Edv5 Series","Standard_E4d_v5","4"
"Edv5 Series","Standard_E64d_v5","64"
"Edv5 Series","Standard_E8d_v5","8"
"Edv5 Series","Standard_E96d_v5","96"
"Eiadmsv5-series Linux","Standard_E112_iadms_v5","1"
"Epdsv5 Series","Standard_E16pds_v5","16"
"Epdsv5 Series","Standard_E20pds_v5","20"
"Epdsv5 Series","Standard_E2pds_v5","2"
"Epdsv5 Series","Standard_E32pds_v5","32"
"Epdsv5 Series","Standard_E4pds_v5","4"
"Epdsv5 Series","Standard_E8pds_v5","8"
"Epsv5 Series","Standard_E16ps_v5","16"
"Epsv5 Series","Standard_E20ps_v5","20"
"Epsv5 Series","Standard_E2ps_v5","2"
"Epsv5 Series","Standard_E32ps_v5","32"
"Epsv5 Series","Standard_E4ps_v5","4"
"Epsv5 Series","Standard_E8ps_v5","8"
"ESv3 Series","Standard_E16-4s_v3","16"
"ESv3 Series","Standard_E16-8s_v3","16"
"ESv3 Series","Standard_E16s_v3","16"
"ESv3 Series","Standard_E20s_v3","20"
"ESv3 Series","Standard_E2s_v3","2"
"ESv3 Series","Standard_E32-16s_v3","32"
"ESv3 Series","Standard_E32-8s_v3","32"
"ESv3 Series","Standard_E32s_v3","32"
"ESv3 Series","Standard_E4-2s_v3","4"
"ESv3 Series","Standard_E48s_v3","48"
"ESv3 Series","Standard_E4s_v3","4"
"ESv3 Series","Standard_E64-16s_v3","57.6"
"ESv3 Series","Standard_E64-32s_v3","57.6"
"ESv3 Series","Standard_E64s_v3","57.6"
"ESv3 Series","Standard_E8-2s_v3","8"
"ESv3 Series","Standard_E8-4s_v3","8"
"ESv3 Series","Standard_E8s_v3","8"
"ESv3 Series Dedicated Host","esv3_type1","68"
"ESv3 Series Dedicated Host","esv3_type2","62"
"ESv3 Series Dedicated Host","esv3_type3","68.82"
"ESv3 Series Dedicated Host","esv3_type4","93"
"ESv3 Series Isolated","Standard_E64is_v3","1"
"Esv4 Series","Standard_E16-4s_v4","16"
"Esv4 Series","Standard_E16-8s_v4","16"
"Esv4 Series","Standard_E16s_v4","16"
"Esv4 Series","Standard_E16s_v4_ADHType1","16"
"Esv4 Series","Standard_E20s_v4","20"
"Esv4 Series","Standard_E2s_v4","2"
"Esv4 Series","Standard_E32-16s_v4","32"
"Esv4 Series","Standard_E32-8s_v4","32"
"Esv4 Series","Standard_E32s_v4","32"
"Esv4 Series","Standard_E32s_v4_ADHType1","32"
"Esv4 Series","Standard_E4-2s_v4","4"
"Esv4 Series","Standard_E48s_v4","48"
"Esv4 Series","Standard_E4s_v4","4"
"Esv4 Series","Standard_E4s_v4_ADHType1","4"
"Esv4 Series","Standard_E64-16s_v4","64"
"Esv4 Series","Standard_E64-32s_v4","64"
"Esv4 Series","Standard_E64s_v4","64"
"Esv4 Series","Standard_E8-2s_v4","8"
"Esv4 Series","Standard_E8-4s_v4","8"
"Esv4 Series","Standard_E8s_v4","8"
"Esv4 Series","Standard_E8s_v4_ADHType1","8"
"ESv4 Series Dedicated Host","esv4_type1","64"
"ESv4 Series Dedicated Host","esv4_type2","83.84"
"ESv4 Series Dedicated Host","standard_e64is_v4_special","64"
"Esv4 Series Isolated","Standard_E80is_v4","80"
"Esv5 Series","Standard_E16-4s_v5","16"
"Esv5 Series","Standard_E16-8s_v5","16"
"Esv5 Series","Standard_E16s_v5","16"
"Esv5 Series","Standard_E20s_v5","20"
"Esv5 Series","Standard_E2s_v5","2"
"Esv5 Series","Standard_E32-16s_v5","32"
"Esv5 Series","Standard_E32-8s_v5","32"
"Esv5 Series","Standard_E32s_v5","32"
"Esv5 Series","Standard_E4-2s_v5","4"
"Esv5 Series","Standard_E48s_v5","48"
"Esv5 Series","Standard_E4s_v5","4"
"Esv5 Series","Standard_E64-16s_v5","64"
"Esv5 Series","Standard_E64-32s_v5","64"
"Esv5 Series","Standard_E64s_v5","64"
"Esv5 Series","Standard_E8-2s_v5","8"
"Esv5 Series","Standard_E8-4s_v5","8"
"Esv5 Series","Standard_E8s_v5","8"
"Esv5 Series","Standard_E96-24s_v5","96"
"Esv5 Series","Standard_E96-48s_v5","96"
"Esv5 Series","Standard_E96s_v5","96"
"Esv5 Series DedicatedHost","esv5_type1","107"
"Esv5 Series Isolated","Standard_E104is_v5","104"
"Ev3 Series","Standard_E16_v3","16"
"Ev3 Series","Standard_E2_v3","2"
"Ev3 Series","Standard_E20_v3","20"
"Ev3 Series","Standard_E32_v3","32"
"Ev3 Series","Standard_E4_v3","4"
"Ev3 Series","Standard_E48_v3","48"
"Ev3 Series","Standard_E64_v3","57.6"
"Ev3 Series","Standard_E8_v3","8"
"Ev3 Series Isolated","Standard_E64i_v3","1"
"Ev4 Series","Standard_E16_v4","16"
"Ev4 Series","Standard_E2_v4","2"
"Ev4 Series","Standard_E20_v4","20"
"Ev4 Series","Standard_E32_v4","32"
"Ev4 Series","Standard_E4_v4","4"
"Ev4 Series","Standard_E48_v4","48"
"Ev4 Series","Standard_E64_v4","64"
"Ev4 Series","Standard_E8_v4","8"
"Ev4 Series Isolated","Standard_E64i_v4_SPECIAL","1"
"Ev5 Series","Standard_E104i_v5","114.4"
"Ev5 Series","Standard_E16_v5","16"
"Ev5 Series","Standard_E2_v5","2"
"Ev5 Series","Standard_E20_v5","20"
"Ev5 Series","Standard_E32_v5","32"
"Ev5 Series","Standard_E4_v5","4"
"Ev5 Series","Standard_E48_v5","48"
"Ev5 Series","Standard_E64_v5","64"
"Ev5 Series","Standard_E8_v5","8"
"Ev5 Series","Standard_E96_v5","96"
"F Series","Standard_F1","1"
"F Series","Standard_F16","16"
"F Series","Standard_F2","2"
"F Series","Standard_F4","4"
"F Series","Standard_F8","8"
"Foundry_Agent_P3","3.3 70b FT","0.3"
"Foundry_Agent_P3","51 codex cd inp Dz","0.1"
"Foundry_Agent_P3","51 codex cd inp Gl","0.1"
"Foundry_Agent_P3","51 codex cd inp Rg","0.1"
"Foundry_Agent_P3","51 codex inp Dz","1.3"
"Foundry_Agent_P3","51 codex inp Gl","1.2"
"Foundry_Agent_P3","51 codex inp Rg","1.3"
"Foundry_Agent_P3","51 codex max cd inp Dz","0.1"
"Foundry_Agent_P3","51 codex max cd inp Gl","0.1"
"Foundry_Agent_P3","51 codex max cd inp Rg","0.1"
"Foundry_Agent_P3","51 codex max inp Dz","1.3"
"Foundry_Agent_P3","51 codex max inp Gl","1.2"
"Foundry_Agent_P3","51 codex max inp Rg","1.6"
"Foundry_Agent_P3","51 codex max opt Dz","11"
"Foundry_Agent_P3","51 codex max opt Gl","10"
"Foundry_Agent_P3","51 codex max opt Rg","12"
"Foundry_Agent_P3","51 codex mini inp Dz","0.2"
"Foundry_Agent_P3","51 codex mini inp Gl","0.2"
"Foundry_Agent_P3","51 codex mini inp Rg","0.3"
"Foundry_Agent_P3","51 codex mini opt Dz","2.2"
"Foundry_Agent_P3","51 codex mini opt Gl","2"
"Foundry_Agent_P3","51 codex mini opt Rg","2.4"
"Foundry_Agent_P3","51 codex opt Dz","11"
"Foundry_Agent_P3","51 codex opt Gl","10"
"Foundry_Agent_P3","51 codex opt Rg","12"
"Foundry_Agent_P3","52 chat 0210 cd inp Dz","0.1"
"Foundry_Agent_P3","52 chat 0210 cd inp Gl","0.1"
"Foundry_Agent_P3","52 chat 0210 cd inp Rg","0.2"
"Foundry_Agent_P3","52 chat 0210 inp Dz","2.4"
"Foundry_Agent_P3","52 chat 0210 inp Gl","1.7"
"Foundry_Agent_P3","52 chat 0210 inp Rg","1.9"
"Foundry_Agent_P3","52 chat 0210 opt Dz","15.4"
"Foundry_Agent_P3","52 chat 0210 opt Gl","14"
"Foundry_Agent_P3","52 chat 0210 opt Rg","16.9"
"Foundry_Agent_P3","52 codex cd inp Dz","0.1"
"Foundry_Agent_P3","52 codex cd inp Gl","0.2"
"Foundry_Agent_P3","52 codex cd inp Rg","0.1"
"Foundry_Agent_P3","52 codex inp Dz","1.9"
"Foundry_Agent_P3","52 codex inp Gl","2.1"
"Foundry_Agent_P3","52 codex inp Rg","1.9"
"Foundry_Agent_P3","52 codex opt Dz","15.4"
"Foundry_Agent_P3","52 codex opt Gl","14"
"Foundry_Agent_P3","52 codex opt Rg","18.4"
"Foundry_Agent_P3","A Event Analytics","1"
"Foundry_Agent_P3","Add-On Face Grouping","2"
"Foundry_Agent_P3","Add-On Formula","3"
"Foundry_Agent_P3","Add-On Layout","5"
"Foundry_Agent_P3","Agent_Commit_Units_100K","1"
"Foundry_Agent_P3","Agent_Commit_Units_20K","1"
"Foundry_Agent_P3","Agent_Commit_Units_500K","1"
"Foundry_Agent_P3","Apache Airflow job","1"
"Foundry_Agent_P3","API for GraphQL Query","1"
"Foundry_Agent_P3","Assistants-File Search-glbl","0.1"
"Foundry_Agent_P3","Assistants-File Search-regnl","0.1"
"Foundry_Agent_P3","Audio Content Extraction","0.3"
"Foundry_Agent_P3","Audio Field Extraction","0.8"
"Foundry_Agent_P3","autoscale for Data Warehouse","0.2"
"Foundry_Agent_P3","autoscale for Spark","0.2"
"Foundry_Agent_P3","Az-Code-Davinci","0.1"
"Foundry_Agent_P3","Az-Embeddings-Davinci","0.2"
"Foundry_Agent_P3","Az-Provisioned Throughput","2"
"Foundry_Agent_P3","babbage-002-FT-Hstng-glbl","1.7"
"Foundry_Agent_P3","babbage-002-FT-Hstng-regnl","1.7"
"Foundry_Agent_P3","babbage-002-FT-Trng-glbl","34"
"Foundry_Agent_P3","babbage-002-FT-Trng-regnl","34"
"Foundry_Agent_P3","Basic CC","0.1"
"Foundry_Agent_P3","Basic Doc Content Extraction","1"
"Foundry_Agent_P3","Batch2","1"
"Foundry_Agent_P3","Business","19"
"Foundry_Agent_P3","Business for non-GHE customers","19"
"Foundry_Agent_P3","C2","82.8"
"Foundry_Agent_P3","C2 Custom Model Hosting","12.5"
"Foundry_Agent_P3","C2 Custom Training","8.2"
"Foundry_Agent_P3","C3","24"
"Foundry_Agent_P3","C3 Custom Model Hosting","12.5"
"Foundry_Agent_P3","C3 Custom Training","6"
"Foundry_Agent_P3","C4","1451.6"
"Foundry_Agent_P3","C4 Custom Model Hosting","12.5"
"Foundry_Agent_P3","C4 Custom Training","4.5"
"Foundry_Agent_P3","CNV Neural HD Synthesis","48"
"Foundry_Agent_P3","Code-cushman-FineTuned-Training","26"
"Foundry_Agent_P3","Code-davinci","0.1"
"Foundry_Agent_P3","Commitment Tier App 150K hours","337500"
"Foundry_Agent_P3","Commitment Tier App 20K hours","75000"
"Foundry_Agent_P3","Commitment Tier App 400K hours","1.9"
"Foundry_Agent_P3","Commitment Tier App 50K hours","165000"
"Foundry_Agent_P3","Commitment Tier Azure 10000M","4.5"
"Foundry_Agent_P3","Commitment Tier Azure 1000M","6000"
"Foundry_Agent_P3","Commitment Tier Azure 250M","10.2"
"Foundry_Agent_P3","Commitment Tier Azure 4000M","6.8"
"Foundry_Agent_P3","Commitment Tier CLU Azure 10M","1.1"
"Foundry_Agent_P3","Commitment Tier CLU Azure 1M","1.6"
"Foundry_Agent_P3","Commitment Tier CLU Azure 25M","24000"
"Foundry_Agent_P3","Commitment Tier CLU Azure 3M","4080"
"Foundry_Agent_P3","Commitment Tier CLU Connected Cont 10M","9280"
"Foundry_Agent_P3","Commitment Tier CLU Connected Cont 1M","1280"
"Foundry_Agent_P3","Commitment Tier CLU Connected Cont 25M","19200"
"Foundry_Agent_P3","Commitment Tier CLU Connected Cont 3M","4080"
"Foundry_Agent_P3","Commitment Tier Connected 10000M","4.2"
"Foundry_Agent_P3","Commitment Tier Connected 1000M","7.1"
"Foundry_Agent_P3","Commitment Tier Connected 250M","9.7"
"Foundry_Agent_P3","Commitment Tier Connected 4000M","5.2"
"Foundry_Agent_P3","Commitment Tier CSTT Disconnected 100K","547200"
"Foundry_Agent_P3","Commitment Tier CSTT Disconnected 10K","111150"
"Foundry_Agent_P3","Commitment Tier CSTT Disconnected 2K","27360"
"Foundry_Agent_P3","Commitment Tier CSTT Disconnected 50K","427500"
"Foundry_Agent_P3","Commitment Tier Custom NTTS Disconnected 10000M","2016000"
"Foundry_Agent_P3","Commitment Tier Custom NTTS Disconnected 2000M","489600"
"Foundry_Agent_P3","Commitment Tier Custom Speech to Text Azure 100K","0.5"
"Foundry_Agent_P3","Commitment Tier Custom Speech to Text Azure 10K","7800"
"Foundry_Agent_P3","Commitment Tier Custom Speech to Text Azure 2K","2400"
"Foundry_Agent_P3","Commitment Tier Custom Speech to Text Azure 50K","30000"
"Foundry_Agent_P3","Commitment Tier Custom Speech to Text Connected 100K","0.4"
"Foundry_Agent_P3","Commitment Tier Custom Speech to Text Connected 10K","0.7"
"Foundry_Agent_P3","Commitment Tier Custom Speech to Text Connected 2K","1824"
"Foundry_Agent_P3","Commitment Tier Custom Speech to Text Connected 50K","28500"
"Foundry_Agent_P3","Commitment Tier DC CLU 10M","111360"
"Foundry_Agent_P3","Commitment Tier DC CLU 1M","15360"
"Foundry_Agent_P3","Commitment Tier DC CLU 25M","288000"
"Foundry_Agent_P3","Commitment Tier DC CLU 3M","39168"
"Foundry_Agent_P3","Commitment Tier Emb 10000M","53437.5"
"Foundry_Agent_P3","Commitment Tier Emb 1000M","5.7"
"Foundry_Agent_P3","Commitment Tier Emb 250M","7.8"
"Foundry_Agent_P3","Commitment Tier Emb 4000M","6.5"
"Foundry_Agent_P3","Commitment Tier Image Azure 2.5M","1500"
"Foundry_Agent_P3","Commitment Tier Image Azure 250K","0.6"
"Foundry_Agent_P3","Commitment Tier Image Azure 6.25M","3281"
"Foundry_Agent_P3","Commitment Tier Image Azure 625K","398"
"Foundry_Agent_P3","Commitment Tier Image Con 6.25M","0.4"
"Foundry_Agent_P3","Commitment Tier Image Conn 2.5M","1425"
"Foundry_Agent_P3","Commitment Tier Image Conn 250K","0.6"
"Foundry_Agent_P3","Commitment Tier Image Conn 625K","379"
"Foundry_Agent_P3","Commitment Tier Pre-Built Azure 1000K","7.5"
"Foundry_Agent_P3","Commitment Tier Pre-Built Azure 100K","900"
"Foundry_Agent_P3","Commitment Tier Pre-Built Azure 20K","11.8"
"Foundry_Agent_P3","Commitment Tier Pre-Built Azure 500K","8"
"Foundry_Agent_P3","Commitment Tier Pre-Built Connected 1000K","6000"
"Foundry_Agent_P3","Commitment Tier Pre-Built Connected 100K","720"
"Foundry_Agent_P3","Commitment Tier Pre-Built Connected 20K","9.5"
"Foundry_Agent_P3","Commitment Tier Pre-Built Connected 500K","6.4"
"Foundry_Agent_P3","Commitment Tier Pre-Built Disconnected 1000K","90000"
"Foundry_Agent_P3","Commitment Tier Pre-Built Disconnected 100K","10800"
"Foundry_Agent_P3","Commitment Tier Pre-Built Disconnected 20K","2280"
"Foundry_Agent_P3","Commitment Tier Pre-Built Disconnected 500K","48000"
"Foundry_Agent_P3","Commitment Tier Read Azure 16000K","0.4"
"Foundry_Agent_P3","Commitment Tier Read Azure 2000K","1500"
"Foundry_Agent_P3","Commitment Tier Read Azure 500K","0.9"
"Foundry_Agent_P3","Commitment Tier Read Azure 8000K","4200"
"Foundry_Agent_P3","Commitment Tier Read Connected 16000K","6480"
"Foundry_Agent_P3","Commitment Tier Read Connected 2000K","1080"
"Foundry_Agent_P3","Commitment Tier Read Connected 500K","0.6"
"Foundry_Agent_P3","Commitment Tier Read Connected 8000K","0.4"
"Foundry_Agent_P3","Commitment Tier Read Disconnected 16000K","77760"
"Foundry_Agent_P3","Commitment Tier Read Disconnected 2000K","12960"
"Foundry_Agent_P3","Commitment Tier Read Disconnected 500K","4050"
"Foundry_Agent_P3","Commitment Tier Read Disconnected 8000K","56700"
"Foundry_Agent_P3","Commitment Tier STT AddOn 100K","171000"
"Foundry_Agent_P3","Commitment Tier STT AddOn 10K","27787.5"
"Foundry_Agent_P3","Commitment Tier STT AddOn 2K","5472"
"Foundry_Agent_P3","Commitment Tier STT AddOn 50K","106875"
"Foundry_Agent_P3","Commitment Tier STT AddOn Azure 100K","15000"
"Foundry_Agent_P3","Commitment Tier STT AddOn Azure 10K","2437.5"
"Foundry_Agent_P3","Commitment Tier STT AddOn Azure 2K","480"
"Foundry_Agent_P3","Commitment Tier STT AddOn Azure 50K","0.1"
"Foundry_Agent_P3","Commitment Tier STT AddOn Connected 100K","0.1"
"Foundry_Agent_P3","Commitment Tier STT AddOn Connected 10K","0.1"
"Foundry_Agent_P3","Commitment Tier STT AddOn Connected 2K","0.2"
"Foundry_Agent_P3","Commitment Tier STT AddOn Connected 50K","8906.2"
"Foundry_Agent_P3","Commitment Tier Summarization 10M","67200"
"Foundry_Agent_P3","Commitment Tier Summarization 1M","15360"
"Foundry_Agent_P3","Commitment Tier Summarization 3M","31680"
"Foundry_Agent_P3","Commitment Tier Summarization Azure 10M","0.8"
"Foundry_Agent_P3","Commitment Tier Summarization Azure 3M","1.3"
"Foundry_Agent_P3","Commitment Tier Summarization Connected 10M","5600"
"Foundry_Agent_P3","Commitment Tier Summarization Connected 3M","1.1"
"Foundry_Agent_P3","Commitment Tier TA4H 10M","70000"
